loan_id,as_of_date,default_flag,annual_income,debt_to_income,loan_amount,interest_rate,term_months,employment_length,credit_history_length,region,fairness_group
ln_01f3479cd620,2023-08-31,0,68806.97,19.81,4949.95,9.57,36,5-10y,12.24,west,A
ln_491cb7c697bb,2023-11-30,0,49374.03,36.23,8501.6,12.056,36,1-3y,16.01,south,A
ln_2157081c6d82,2022-01-31,0,82484.58,34.16,16440.35,19.285,36,<1y,4.4,east,B
ln_79d1e35a14af,2023-03-31,1,46510.45,14.31,22028.03,12.13,36,1-3y,6.73,north,B
ln_83980937a2c6,2022-04-30,0,70514.5,28.09,42239.79,14.455,36,1-3y,10.45,north,B
ln_f98732cfa7cc,2022-06-30,0,42661.85,18.46,4441.65,11.657,60,10y+,16.73,south,A
ln_7af5b64caf0b,2022-03-31,0,80236.88,24.44,15172.72,14.877,36,10y+,11.17,north,A
ln_e04ee573a18e,2023-01-31,0,127672.08,13.87,30419.22,9.622,60,10y+,15.66,south,B
ln_6b2bee4a73df,2022-06-30,0,34133.67,18.98,7964.87,13.916,60,5-10y,10.13,north,B
ln_944e0f47fb33,2022-01-31,0,53914.53,20.38,25320.84,14.695,36,10y+,14.11,west,B
ln_dcaef4afb7fe,2022-02-28,0,40416.81,8.92,4540.3,9.536,36,5-10y,6.88,south,A
ln_d5cf23d505a9,2023-10-31,0,138676.62,8.72,19193.35,6.016,60,1-3y,15.6,south,B
ln_ee1484903605,2023-09-30,0,138591.74,28.28,23239.9,14.883,36,10y+,12.28,east,B
ln_d25bd43ef46f,2023-06-30,0,81703.54,7.84,13132.54,6.366,36,5-10y,12.2,north,A
ln_56593411e6a7,2022-03-31,0,95792.94,7.73,17431.85,5.221,36,5-10y,17.25,north,B
ln_036a4418dbb6,2023-09-30,0,79209.42,13.65,7676.83,6.596,36,10y+,19.09,south,A
ln_1caba3bdcc35,2022-01-31,0,35263.73,19.63,8676.58,10.303,60,3-5y,10.31,north,A
ln_af0f5ddc216e,2022-06-30,0,105388.48,29.28,32095.4,15.285,36,5-10y,12.27,east,B
ln_49bd4172585a,2022-12-31,0,155759.36,12.9,6361.13,8.907,36,1-3y,12.72,west,B
ln_e89cbe87b605,2023-05-31,0,125011.11,10.01,14287.74,6.557,36,5-10y,17.46,south,B
ln_07d8651d9e13,2022-08-31,0,87513.91,15.83,13948.57,9.054,36,1-3y,18.14,south,B
ln_779e1a2f9a30,2023-10-31,0,39488.4,18.66,33376.87,11.237,36,1-3y,20.22,north,B
ln_ab5f19a9c208,2022-05-31,0,35220.73,20.22,10783.24,10.918,36,10y+,10.72,north,A
ln_e5013b32ae54,2023-06-30,0,82440.49,21.42,16061.76,12.94,60,1-3y,9.56,east,B
ln_ce3b651411fb,2023-06-30,0,32811.27,5.94,13234.02,3.5,36,1-3y,24.55,west,B
ln_5e24904493e4,2022-09-30,0,49961.23,31.47,24929.09,17.457,36,3-5y,17.18,east,A
ln_d4d2d5419b81,2022-06-30,0,48308.0,14.7,8737.3,11.063,36,10y+,15.39,west,A
ln_717fd2b2976a,2022-10-31,0,32365.04,18.7,6026.95,14.807,60,1-3y,9.68,east,A
ln_add8ee33d685,2023-10-31,1,47481.71,29.01,7747.9,19.055,36,1-3y,5.19,east,A
ln_e3b3f228cc9d,2023-08-31,0,56320.93,8.46,13563.34,6.099,36,1-3y,7.14,north,B
ln_7b8cbed6fbf2,2022-04-30,0,64611.29,7.9,7027.27,5.312,36,<1y,18.05,west,B
ln_6c35239caa44,2023-02-28,0,80259.82,15.41,14691.34,12.389,36,1-3y,13.35,north,A
ln_4f571a6b388b,2022-04-30,0,83792.72,20.64,17692.39,12.454,36,3-5y,11.0,west,B
ln_6b10df6c4176,2022-05-31,0,66466.92,28.8,15600.9,13.516,36,3-5y,12.26,south,A
ln_ea9010ed03ea,2023-02-28,0,98355.29,14.99,13828.12,13.51,60,5-10y,13.71,west,B
ln_445f1b7c9909,2023-11-30,0,74754.96,11.65,20771.65,7.335,36,<1y,10.57,north,A
ln_13e6718da959,2023-09-30,1,104308.62,22.54,9141.62,13.791,60,1-3y,14.47,south,B
ln_2f12db289de1,2022-04-30,0,75593.4,21.2,13440.89,12.61,36,5-10y,11.31,south,A
ln_80e5eb78d7a0,2022-02-28,1,73396.93,29.02,13268.1,11.547,36,1-3y,6.2,north,B
ln_57fc81d9beeb,2022-06-30,0,60119.38,16.9,10435.06,8.632,36,3-5y,12.05,south,B
ln_c69388162a4c,2023-05-31,0,114744.78,29.08,9956.0,12.623,36,10y+,20.66,west,B
ln_40fac6860f94,2022-02-28,0,69910.12,23.08,11806.46,6.816,36,3-5y,18.94,east,A
ln_c4e47d27e624,2022-10-31,0,64940.82,17.91,24463.35,6.752,36,10y+,11.34,west,A
ln_1102ceaa430b,2023-04-30,0,47464.24,16.73,11988.35,13.289,36,1-3y,11.06,south,B
ln_6971a5747fe2,2022-05-31,0,79959.98,9.7,36176.74,10.525,36,5-10y,10.42,south,B
ln_29c4b2bdd49f,2022-08-31,0,60070.21,17.22,12700.14,13.382,36,1-3y,10.68,south,A
ln_35a42f25420c,2023-03-31,0,44429.41,34.82,23251.86,18.159,60,10y+,19.61,east,B
ln_86fd4973f48f,2023-05-31,0,61395.67,32.22,9067.52,17.603,36,5-10y,14.27,south,A
ln_b6f9199cfc9a,2023-09-30,0,97439.2,20.23,13741.35,9.386,60,3-5y,17.8,east,A
ln_3ec94215c6f8,2022-10-31,1,47272.91,31.24,6032.39,11.897,36,1-3y,11.8,south,B
ln_abd9d42e6617,2023-02-28,0,60030.3,11.2,18769.72,9.14,60,<1y,16.31,north,A
ln_fa7dc69f9304,2022-04-30,0,70183.88,22.14,7189.38,9.156,36,3-5y,19.42,east,A
ln_25b9437f8a03,2023-08-31,0,84891.89,15.14,30866.95,14.26,36,<1y,5.86,north,A
ln_0645254b12e8,2022-04-30,0,79068.13,12.26,43474.22,8.264,60,1-3y,17.35,south,A
ln_09f4e5fb5b91,2023-12-31,0,76658.01,25.3,22046.92,11.241,60,5-10y,14.47,west,A
ln_0566f9ff2896,2022-12-31,1,81362.37,17.66,8254.12,11.988,36,10y+,16.47,east,B
ln_aaed50eb2128,2022-08-31,0,54917.08,19.5,14016.37,11.749,36,<1y,8.97,north,B
ln_dd268c6f082e,2022-10-31,0,28084.36,21.64,19042.31,14.642,60,1-3y,10.86,south,A
ln_75d48b83c280,2023-10-31,0,58713.61,25.2,33929.45,12.337,36,3-5y,12.2,north,B
ln_f2858b8e703e,2022-02-28,0,57942.99,27.7,9662.26,14.902,36,10y+,9.8,north,A
ln_7b479cd68316,2023-11-30,0,26790.16,18.98,9430.85,8.025,36,1-3y,14.66,east,B
ln_8125ff35ad6b,2022-04-30,0,62174.39,31.07,9797.96,17.596,36,3-5y,9.93,north,A
ln_376a7dc328ea,2022-05-31,0,74095.24,16.91,19778.1,10.422,60,10y+,15.68,east,A
ln_3ee525b977a7,2022-05-31,0,119355.49,31.06,14790.05,14.419,36,1-3y,15.97,west,B
ln_a8d79536b901,2023-12-31,0,54128.8,13.44,6743.56,9.114,60,3-5y,15.92,south,A
ln_3994aa2947f2,2023-08-31,0,44790.75,6.25,35049.89,4.768,36,10y+,16.14,east,A
ln_e0d5c1cf23c6,2023-05-31,1,32347.07,22.69,6051.98,14.628,36,5-10y,7.13,east,B
ln_d96ed7e4d327,2023-08-31,0,72046.1,21.93,20604.51,11.756,36,1-3y,11.53,south,B
ln_11c997484c39,2022-04-30,1,52490.62,34.39,14330.42,18.758,36,3-5y,17.65,north,A
ln_8e87c41c66c9,2022-12-31,0,51317.86,24.23,17258.72,11.415,36,3-5y,7.64,north,A
ln_d78ae3d49993,2022-03-31,0,77807.97,16.62,12758.18,13.747,60,5-10y,10.74,east,A
ln_b96e43dae20e,2023-06-30,0,116457.17,19.86,8572.9,11.317,36,<1y,11.38,west,A
ln_7aebc5cd9a7b,2022-08-31,0,24491.28,10.58,13860.61,9.134,36,3-5y,13.41,west,A
ln_a3dcde881007,2022-03-31,0,63719.29,14.03,11524.33,6.914,36,1-3y,12.12,west,B
ln_aca8d7d69022,2022-02-28,0,58193.21,8.28,2246.99,10.173,36,5-10y,15.64,south,A
ln_7447880ed3ae,2022-12-31,0,67852.85,28.17,10119.32,13.747,60,3-5y,17.02,north,A
ln_bb75b859c98a,2023-03-31,0,25926.72,13.12,30252.92,7.8,60,10y+,16.06,south,A
ln_a3973b680a43,2023-07-31,0,40856.52,32.07,11012.15,15.873,60,1-3y,11.66,north,A
ln_8921bacd1380,2022-10-31,0,155108.84,25.77,10191.35,12.031,36,5-10y,16.91,west,A
ln_cc1d13b3f819,2023-03-31,0,51235.56,22.08,8889.49,13.363,36,5-10y,13.48,east,A
ln_a0c7b5d3e791,2022-05-31,1,44045.39,19.99,12522.28,12.042,60,3-5y,19.38,west,A
ln_7d5427f5a924,2023-08-31,0,99362.61,35.29,12477.97,15.105,60,<1y,12.3,north,B
ln_5a91e88e0bb7,2022-05-31,0,22711.47,26.1,11335.04,12.705,60,5-10y,12.06,east,A
ln_a95302a74e35,2023-12-31,0,36446.39,13.42,11126.31,8.487,36,3-5y,9.6,north,B
ln_49801bf18014,2022-01-31,0,69782.63,26.33,33779.83,14.926,36,1-3y,14.44,south,B
ln_3fd285c2df71,2023-05-31,0,75877.17,15.81,4565.99,12.984,36,3-5y,7.07,north,A
ln_fc811edff316,2023-08-31,0,48370.25,14.24,20960.47,12.322,36,<1y,16.3,east,B
ln_e16f892c2e63,2023-06-30,1,49476.09,41.86,13947.62,17.422,36,10y+,13.78,east,A
ln_fb9e90792d56,2022-11-30,0,72082.74,27.72,9260.1,10.743,36,10y+,18.77,north,B
ln_abd680c45024,2022-11-30,0,50649.6,28.71,21867.59,14.535,60,3-5y,12.81,south,B
ln_1b3fb2a79f64,2022-02-28,0,53148.27,10.46,11229.67,10.337,36,3-5y,8.62,south,B
ln_94cca524dca7,2023-07-31,1,63999.17,24.97,12556.68,13.412,36,1-3y,9.97,east,A
ln_3ecfac77fcf7,2023-12-31,0,66626.96,36.6,17795.08,16.108,60,10y+,13.95,south,B
ln_cbff6d202a8d,2023-08-31,0,54062.31,17.87,20811.41,9.205,36,3-5y,13.86,north,A
ln_9cbccf8e7826,2022-10-31,0,64006.02,23.08,18670.12,13.117,60,1-3y,14.66,east,A
ln_44aa37a5cc6c,2022-09-30,0,92397.96,15.88,3671.82,7.355,36,3-5y,13.54,west,A
ln_ad80002ccec2,2023-12-31,0,47353.25,21.32,21675.02,12.119,36,5-10y,18.4,east,A
ln_c0737097f22b,2023-04-30,0,86907.14,7.45,24084.99,7.561,60,1-3y,8.3,east,A
ln_2a83be530263,2022-08-31,0,84856.18,15.89,5361.39,8.606,36,3-5y,15.28,west,B
ln_2724d4afce7f,2023-10-31,0,50227.97,22.52,3802.51,11.614,36,<1y,11.21,east,B
ln_882eb99830ed,2022-03-31,0,57415.84,13.4,8672.83,11.586,60,10y+,12.97,north,A
ln_22dd699e8062,2023-04-30,0,200199.67,22.47,10734.05,13.704,36,5-10y,17.28,south,A
ln_8ce5e43e8099,2023-07-31,0,54291.69,15.15,40495.34,11.83,60,5-10y,12.31,north,A
ln_402eb9975419,2023-07-31,0,38441.69,14.92,23915.69,9.165,60,10y+,22.32,north,B
ln_0dd797502f14,2022-11-30,1,29126.13,39.88,17118.26,18.455,36,1-3y,14.66,south,B
ln_ee3af4526318,2023-01-31,0,72637.96,13.46,20430.78,8.786,60,10y+,17.5,east,B
ln_d4f4f998ca41,2022-01-31,0,61514.82,30.2,31387.2,14.584,36,1-3y,22.98,north,B
ln_0925ed4a1a77,2022-06-30,0,116324.66,20.08,6131.41,5.689,36,1-3y,19.16,east,B
ln_30154c8095c4,2023-10-31,0,53719.44,33.47,14870.72,12.665,60,5-10y,15.08,east,A
ln_bc61714ac699,2022-12-31,0,68282.87,24.95,6954.36,18.214,36,10y+,13.61,east,A
ln_73df89200c26,2022-10-31,1,37000.77,15.2,17634.0,14.303,60,1-3y,8.22,east,B
ln_beed913e1978,2022-08-31,0,36352.7,25.59,6400.43,15.107,36,5-10y,15.57,south,A
ln_95df066be5af,2022-09-30,0,35525.18,29.75,52398.2,14.489,36,10y+,17.41,south,B
ln_9c7e870790a9,2023-02-28,0,120801.75,33.3,14159.25,13.161,36,<1y,10.86,east,B
ln_a35501c1ecee,2022-08-31,0,137458.42,14.75,14239.75,10.415,36,3-5y,9.36,north,B
ln_1ddeee384a9a,2023-02-28,0,99240.59,17.07,13359.88,7.1,36,5-10y,14.95,south,B
ln_38ce39aeeab2,2022-04-30,0,82642.26,7.33,20976.11,7.729,36,3-5y,13.56,south,A
ln_7b7f9c00e035,2023-08-31,0,54666.13,19.33,16781.37,8.731,60,<1y,9.07,south,B
ln_df3c1d1ca4d2,2022-08-31,0,41079.18,23.93,4482.76,15.935,36,1-3y,11.6,north,A
ln_0c18c5246a58,2023-02-28,1,72623.72,30.3,8628.51,13.815,36,1-3y,12.76,south,A
ln_6ea79de8534b,2022-05-31,0,26734.63,26.63,11154.5,11.613,36,10y+,12.67,north,B
ln_a75157efd92d,2022-04-30,0,50924.48,21.86,26658.35,8.901,36,10y+,12.47,east,A
ln_1eb80f2374da,2023-02-28,0,50242.17,14.44,3982.41,13.852,36,1-3y,9.51,east,A
ln_9c2e78dc53d5,2023-04-30,0,52666.35,17.67,58413.21,14.403,36,10y+,14.55,south,A
ln_5176ef48f546,2023-02-28,1,55199.98,35.37,9022.0,13.721,36,10y+,16.86,south,A
ln_f492b9a878cb,2022-06-30,0,99859.87,15.64,5979.47,9.116,36,10y+,17.15,south,B
ln_12c87c656f4b,2022-12-31,0,66051.6,20.42,11758.19,12.676,36,1-3y,8.5,west,B
ln_1c14becc7cc9,2023-10-31,0,86546.77,13.47,20213.78,10.626,36,1-3y,9.64,west,A
ln_52e73f4ef13c,2022-08-31,0,45804.11,14.41,21414.07,8.063,36,10y+,16.62,north,A
ln_6cf7e9c7530c,2023-12-31,1,46673.81,25.67,35687.47,11.019,36,5-10y,16.35,north,A
ln_b1ee20dc28a8,2022-03-31,0,39591.21,16.06,15002.96,12.134,36,3-5y,8.7,east,B
ln_ef6fea405e4d,2023-01-31,0,189203.6,5.39,6527.79,5.402,36,3-5y,21.6,east,B
ln_a7a406f885aa,2023-07-31,0,45615.46,8.02,8437.28,5.305,36,5-10y,15.82,west,A
ln_e4e027486dfc,2022-07-31,0,85993.11,22.05,9605.1,13.466,36,1-3y,16.19,east,A
ln_d711c87dc5ea,2022-06-30,0,56557.14,26.43,39005.38,13.184,36,1-3y,18.79,north,B
ln_8c064fa2c28a,2022-01-31,0,35656.94,35.14,8708.37,12.882,36,3-5y,10.89,east,A
ln_0ec886264b17,2022-04-30,0,80621.99,25.04,11770.64,7.39,36,10y+,15.65,south,A
ln_848b042f938a,2023-07-31,0,69375.99,13.74,20012.39,8.972,36,10y+,16.94,east,B
ln_f5867f9b76b9,2022-04-30,0,76801.18,17.62,16779.92,10.549,60,1-3y,13.24,west,A
ln_ba15e744def1,2022-07-31,0,41135.26,26.15,10605.41,12.862,36,1-3y,8.48,west,A
ln_09c672a5c27a,2023-06-30,0,62991.02,2.57,21875.7,6.068,60,1-3y,5.16,east,A
ln_8260611c6646,2023-05-31,0,33079.25,12.3,11284.75,5.992,36,1-3y,13.01,west,B
ln_fde1776c7ab5,2023-12-31,0,38890.32,26.24,17812.56,12.687,36,5-10y,13.3,north,A
ln_914db68382ca,2023-03-31,1,39602.71,19.02,11504.81,15.378,36,10y+,9.9,north,A
ln_c4cca180492e,2023-04-30,0,80149.27,8.35,10278.17,7.249,36,1-3y,12.96,north,A
ln_336e314e6b90,2022-10-31,0,33807.51,29.19,46511.51,14.23,60,3-5y,13.05,east,A
ln_0165898a8923,2022-08-31,0,108416.55,20.13,13065.86,12.303,60,10y+,18.95,west,B
ln_ba1c35dd160b,2022-12-31,0,151199.27,17.64,9050.72,8.392,60,3-5y,16.04,west,A
ln_98447118a7f7,2022-12-31,0,59182.5,8.45,44616.16,6.972,36,1-3y,10.09,west,B
ln_3c5ce32f04e1,2023-02-28,0,28347.89,31.52,28583.51,13.343,36,1-3y,10.9,north,B
ln_b76deb5fedc0,2023-05-31,0,87590.11,21.67,18929.01,12.136,36,1-3y,5.77,east,A
ln_2dc4c22f19ee,2022-01-31,0,58617.8,12.15,25472.47,9.196,60,3-5y,8.22,north,B
ln_ccecdfc7723f,2023-12-31,0,31651.85,26.58,15217.94,15.65,36,1-3y,3.77,east,B
ln_b6dd373bf7e7,2023-06-30,0,26059.36,34.46,19395.98,16.13,36,1-3y,11.87,west,A
ln_a5c17f99d6c3,2023-09-30,0,18006.71,15.27,22289.83,8.967,36,5-10y,11.01,west,A
ln_e3fb688341d1,2022-04-30,0,166498.86,21.08,8941.76,9.189,36,1-3y,13.43,south,A
ln_c5807fbbac8f,2022-10-31,0,56527.53,28.73,9682.86,13.422,36,10y+,7.42,south,B
ln_35af81638618,2022-06-30,0,80131.87,9.95,11402.99,9.164,60,1-3y,8.94,south,A
ln_ae68e40f3a19,2023-02-28,1,98266.69,20.1,11429.46,11.305,36,<1y,5.93,north,A
ln_3af3610a60c6,2023-12-31,0,85433.43,26.07,14324.46,14.042,36,3-5y,31.25,east,A
ln_bbaf85d6a7a5,2022-06-30,0,77601.01,12.39,3577.94,9.023,36,<1y,8.57,south,A
ln_b55cd7c45b75,2023-07-31,1,72842.36,9.34,10990.79,7.028,36,10y+,13.87,east,A
ln_10eee668fdf8,2023-08-31,0,42412.66,11.98,19437.34,11.548,36,10y+,13.66,west,A
ln_1971eed7ac59,2023-09-30,0,81199.15,19.41,7773.27,14.812,36,1-3y,15.75,north,B
ln_ee976d365b4f,2022-04-30,1,93391.0,18.32,20674.38,11.209,36,1-3y,4.73,east,A
ln_01511400aad9,2023-07-31,0,66839.4,11.68,11191.4,8.861,36,1-3y,11.23,west,B
ln_1af8f12b2145,2023-03-31,1,83990.21,32.04,6127.68,15.058,36,1-3y,12.86,south,A
ln_130a3e39133a,2023-09-30,0,127139.18,21.83,8487.96,10.922,36,1-3y,13.37,west,A
ln_4aff4b1b353c,2022-07-31,1,77245.13,26.94,4562.16,17.094,36,1-3y,10.71,north,A
ln_fdd2a24bd4c9,2023-07-31,0,67693.27,17.5,9014.58,8.215,36,10y+,15.47,west,B
ln_c5104699c7f3,2022-05-31,0,89025.96,18.65,22931.49,11.766,36,1-3y,9.15,west,B
ln_ffd7123bd553,2022-10-31,0,37733.35,21.39,8640.29,11.379,60,3-5y,25.62,south,A
ln_d6469db11327,2023-12-31,0,42599.24,20.33,14271.4,7.642,36,3-5y,21.26,west,B
ln_686c3d7af8db,2023-06-30,0,36126.86,19.5,14158.31,11.515,60,3-5y,18.45,south,A
ln_ba4dc6ffbe4e,2022-09-30,0,81524.55,16.72,23282.28,10.948,36,5-10y,16.22,north,B
ln_2f069e0faa92,2023-04-30,0,61787.71,0.5,23852.5,3.953,36,3-5y,23.12,north,B
ln_a761dd5215d2,2022-08-31,0,67214.87,20.15,10174.29,9.644,36,10y+,19.47,west,A
ln_64bcf6ef1914,2022-04-30,0,62613.88,23.17,9943.41,14.077,36,3-5y,9.46,west,A
ln_7b2df453f365,2022-06-30,0,72822.5,15.55,31682.43,10.922,60,5-10y,17.06,north,A
ln_88974f16d6c6,2022-01-31,1,26617.48,30.53,10128.52,13.194,60,1-3y,13.03,east,A
ln_f837027b637c,2023-07-31,0,58329.05,17.28,15507.95,13.062,60,3-5y,19.31,east,A
ln_971de0d3f4aa,2022-10-31,0,60332.89,29.31,9843.82,12.698,36,5-10y,15.47,south,A
ln_88f064ac8bf4,2023-09-30,0,61836.15,24.65,12002.82,13.226,36,1-3y,11.1,west,A
ln_9d807774999d,2023-02-28,0,60428.18,18.2,47347.82,14.993,60,<1y,4.43,south,B
ln_da4c2c0dc60b,2022-03-31,1,32049.61,26.24,9299.81,14.761,36,1-3y,6.24,south,B
ln_97015ed0c6fb,2022-11-30,0,99927.45,21.08,17640.28,9.689,60,<1y,8.66,north,B
ln_40828f7427f7,2022-05-31,0,64122.64,19.76,5391.68,11.384,60,3-5y,12.98,south,A
ln_37c4baae803b,2022-05-31,0,31927.54,41.0,13482.05,17.651,36,3-5y,7.78,south,B
ln_2d045980789a,2022-05-31,0,116408.09,11.75,3861.98,11.214,36,1-3y,16.32,south,B
ln_859b74cdea84,2023-04-30,0,157065.71,26.58,10683.06,12.781,36,5-10y,13.72,west,B
ln_89f38c77bbe4,2023-11-30,0,47662.24,14.54,14253.34,8.085,60,3-5y,6.54,south,B
ln_f2f1e41aef53,2023-05-31,0,58428.11,30.23,6097.11,14.845,36,1-3y,7.74,north,B
ln_2136f96d2a52,2023-05-31,0,60500.32,8.83,4504.22,6.709,36,1-3y,9.82,east,B
ln_3f6831bdc542,2023-09-30,0,107570.55,1.0,33920.11,4.981,36,10y+,14.84,west,A
ln_d25e141b901b,2023-11-30,0,36969.52,12.41,6802.27,7.85,36,<1y,7.83,west,A
ln_8a75ed2651c2,2022-08-31,0,59313.28,25.23,23468.41,17.227,36,<1y,7.49,west,A
ln_fc63f56d3e66,2023-06-30,0,41685.16,34.05,8051.14,17.002,36,1-3y,10.61,east,B
ln_e1804a46c729,2022-01-31,0,133654.32,15.59,3935.33,11.978,60,10y+,30.51,south,A
ln_47462bb8bfb5,2022-06-30,0,59345.91,23.23,16381.33,11.97,36,5-10y,13.04,north,A
ln_5566eca36188,2022-11-30,1,115644.49,41.19,48042.57,18.295,36,10y+,9.03,north,B
ln_6c52d4cbc148,2023-08-31,0,51227.62,24.43,14689.22,16.69,36,5-10y,11.63,east,B
ln_5f558864c51e,2023-08-31,0,63053.21,30.82,5580.91,14.51,36,10y+,8.59,west,A
ln_a756378b3869,2023-12-31,0,101301.99,2.3,8031.51,5.091,36,3-5y,15.83,west,A
ln_267bf854624c,2023-08-31,0,97183.31,18.02,40287.49,14.682,60,10y+,24.37,north,A
ln_b27a1704f589,2023-11-30,1,63811.91,22.04,25279.59,9.596,36,3-5y,7.41,east,A
ln_33a22d0c6141,2022-09-30,0,59201.08,9.99,30156.93,10.823,36,1-3y,11.18,north,B
ln_f00a15fb8f82,2023-07-31,0,86219.68,30.34,14529.67,16.926,36,5-10y,17.18,east,B
ln_6634db4c0d25,2022-02-28,0,71133.26,32.07,14148.26,13.274,36,1-3y,9.94,west,B
ln_a7b9db05cb56,2022-09-30,0,37460.13,27.63,20331.22,11.793,36,1-3y,23.4,west,A
ln_f5d6e4a27f87,2023-09-30,0,73551.67,15.84,41281.2,6.889,36,3-5y,15.7,north,A
ln_58a3db117f03,2023-08-31,1,53828.26,35.75,29955.65,16.469,36,<1y,14.79,east,A
ln_7ff2e75cbda1,2022-03-31,0,84424.6,25.39,6583.1,11.937,36,3-5y,13.29,east,B
ln_b06c4ca42953,2023-01-31,0,65441.04,14.46,15534.16,8.463,36,<1y,12.53,south,A
ln_a7f6b11f2d3b,2023-09-30,0,104025.73,21.24,16196.62,8.927,60,3-5y,27.59,east,A
ln_0a76ccaaf117,2022-09-30,0,57861.39,15.17,44694.63,11.274,36,3-5y,13.2,south,B
ln_6c95edd044e3,2022-09-30,0,70063.06,32.34,6880.44,18.396,36,1-3y,10.48,east,A
ln_16605acd2ab8,2023-09-30,0,53971.42,14.88,11393.11,12.168,36,1-3y,12.38,north,A
ln_85a6899b83a3,2023-06-30,0,90231.95,12.53,2958.53,8.581,60,3-5y,12.38,north,A
ln_bf15b45b38a4,2023-05-31,0,69964.34,18.2,9665.51,10.196,36,1-3y,22.97,north,A
ln_fb468b9b5c6c,2022-06-30,1,104753.79,30.33,9444.24,13.071,60,<1y,14.0,north,B
ln_81ba8b75b7fc,2022-04-30,0,130224.92,15.1,32900.56,8.259,36,1-3y,15.02,east,B
ln_d68f6cf6c190,2023-09-30,0,43622.44,11.82,8444.36,10.364,60,10y+,16.03,east,A
ln_fc4b8dc97b80,2022-01-31,0,49143.92,23.09,8336.06,14.592,36,5-10y,23.79,north,A
ln_dbeaa3b02345,2022-06-30,0,38422.22,16.17,23929.95,9.858,36,<1y,7.86,south,B
ln_6b241e0036d8,2022-07-31,0,54842.02,4.64,13567.8,6.147,36,3-5y,12.57,west,A
ln_2353fd074d47,2022-01-31,0,78707.99,25.57,7066.53,15.917,60,3-5y,11.31,west,B
ln_cbcd6063df41,2023-06-30,0,28457.34,15.3,6706.95,9.7,36,1-3y,12.35,north,B
ln_a7ef6dc4bf6c,2023-10-31,0,29009.88,33.33,19686.22,19.893,36,10y+,10.28,south,A
ln_39b6625f6a8e,2023-06-30,0,46480.91,24.88,36172.29,15.974,60,10y+,18.48,east,A
ln_fe58038a833d,2022-03-31,0,107877.38,21.46,11331.8,6.01,36,10y+,30.43,north,B
ln_dd8502389d5b,2023-06-30,0,79273.49,22.37,14066.5,12.156,36,1-3y,11.38,south,B
ln_dc3ad5027ef3,2022-12-31,0,77998.05,21.11,12343.22,9.481,36,5-10y,16.11,east,A
ln_3db54d792415,2023-01-31,1,45446.37,34.29,9644.01,15.902,36,10y+,17.2,east,B
ln_7ce18c4167ad,2022-10-31,0,50529.12,30.84,5182.73,14.062,36,1-3y,19.57,west,A
ln_6675e83a8792,2023-05-31,0,61308.15,24.19,17360.08,7.907,36,10y+,18.32,south,B
ln_a2e118033467,2022-03-31,0,64332.26,29.32,8229.24,15.27,36,5-10y,10.57,east,A
ln_df539ee21ef3,2022-03-31,0,40293.64,19.6,39507.56,14.147,60,5-10y,12.84,east,A
ln_0779847ae4b4,2022-11-30,0,81927.86,20.06,19373.86,5.627,60,10y+,24.14,west,B
ln_63c6638a7b75,2023-08-31,0,88646.93,6.86,10836.39,10.344,60,10y+,10.42,east,A
ln_6f0353bbed00,2022-05-31,0,42118.13,35.0,52375.97,11.192,36,10y+,15.33,east,A
ln_13fd84b9e450,2023-10-31,0,44686.3,23.37,17872.95,10.233,36,10y+,18.28,north,B
ln_5bfc4f95290d,2023-11-30,0,111819.92,24.19,12169.99,12.293,36,10y+,14.63,north,B
ln_02987310c7cb,2022-04-30,0,67100.98,21.29,2486.38,14.989,60,<1y,14.34,south,A
ln_970d113357ef,2022-03-31,0,124457.26,14.47,14033.79,7.724,36,5-10y,9.3,south,A
ln_bd13cce12c92,2022-10-31,0,50666.43,24.6,40784.07,14.987,36,1-3y,8.84,south,A
ln_78e696587892,2022-07-31,0,97046.98,17.79,28321.15,13.599,60,5-10y,8.46,north,A
ln_cece15806921,2022-08-31,0,35638.27,25.35,8163.42,13.106,36,1-3y,7.8,north,A
ln_84fefd344cea,2023-06-30,0,78355.07,16.72,13181.38,12.229,36,5-10y,14.33,south,A
ln_cb9719dcee12,2023-09-30,0,61920.64,24.41,47994.91,9.539,36,10y+,22.3,south,B
ln_b5b189848416,2022-11-30,0,41981.39,34.09,14200.33,14.689,36,3-5y,11.06,west,B
ln_6dbe3cf5e4b1,2023-07-31,1,39577.48,15.89,19805.79,13.823,36,1-3y,10.66,west,B
ln_d3f92e38810e,2023-04-30,0,71738.78,28.58,30009.76,19.15,60,3-5y,20.77,south,B
ln_25f62f83219b,2023-01-31,1,98725.43,38.12,12174.98,19.501,60,<1y,11.04,south,B
ln_bb390b18789f,2023-10-31,0,65933.42,24.3,12026.2,8.723,36,5-10y,31.82,south,A
ln_6835a6789f68,2022-03-31,0,73625.67,22.19,15819.54,14.006,60,3-5y,13.42,west,B
ln_6a60312196e4,2022-03-31,0,63504.48,17.63,6834.56,11.21,36,1-3y,19.04,west,A
ln_6698f610bae8,2023-09-30,0,118017.29,13.75,9241.98,7.703,36,1-3y,11.26,west,A
ln_e7bebdbbcda2,2022-01-31,1,34711.83,16.37,20272.48,9.739,60,<1y,6.21,east,A
ln_19a0c28af1ca,2022-08-31,0,135576.61,5.22,5839.02,6.397,36,3-5y,14.65,north,A
