loan_id,as_of_date,default_flag,annual_income,debt_to_income,loan_amount,interest_rate,term_months,employment_length,credit_history_length,region,fairness_group
ln_6c670f4add42,2024-09-30,1,43229.65,31.0,6711.24,20.567,60,3-5y,15.77,west,A
ln_6b2e443b99c2,2024-09-30,1,71693.76,23.61,24705.01,20.343,36,3-5y,18.1,north,A
ln_81c1d8c22c01,2024-09-30,1,78147.05,25.49,10903.36,15.487,36,1-3y,7.16,north,B
ln_581eb51dab2f,2024-09-30,1,71639.94,36.41,23906.05,20.622,36,3-5y,7.39,east,A
ln_6265008c29b5,2024-09-30,1,71084.03,37.65,50484.86,21.538,60,1-3y,13.59,north,A
ln_79ba32b7d281,2024-09-30,0,103544.62,11.47,8158.32,12.41,60,<1y,13.62,north,A
ln_8b2202393a46,2024-09-30,1,41522.31,33.61,9967.63,21.408,60,1-3y,17.08,east,A
ln_c469c25d9c4c,2024-09-30,0,76229.6,36.05,8860.58,21.12,36,3-5y,13.35,west,A
ln_96d86a65a3f4,2024-09-30,0,60143.3,24.91,35790.95,14.379,36,3-5y,20.04,north,A
ln_6ef27648bcf3,2024-09-30,1,20010.17,36.05,6891.62,22.762,36,3-5y,12.25,south,A
ln_b2ca920439e3,2024-09-30,0,43207.32,34.31,25351.96,20.056,60,<1y,5.76,south,B
ln_d2027559f7bc,2024-09-30,1,94483.01,40.31,12144.63,19.262,36,1-3y,10.73,east,A
ln_b03f90911658,2024-09-30,0,27897.65,19.25,25120.06,16.14,36,1-3y,10.24,east,A
ln_08fad7856c3c,2024-09-30,0,26226.8,27.06,10766.41,18.431,60,5-10y,7.65,east,A
ln_c9e0ffe9dcd0,2024-09-30,1,56773.62,35.22,12701.05,21.232,36,<1y,5.81,south,A
ln_75ecad8e0e45,2024-09-30,0,45070.58,25.97,12642.33,16.45,36,<1y,11.05,east,A
ln_64a8a69075f9,2024-09-30,0,33322.53,25.9,20618.97,15.764,36,1-3y,9.75,north,A
ln_803a68ee6fa5,2024-09-30,1,44933.75,26.51,19864.15,18.715,60,<1y,9.18,south,A
ln_43e1e5fb35d4,2024-09-30,0,56516.1,32.51,16358.65,17.39,36,5-10y,23.11,east,A
ln_d74fc73e3ef9,2024-09-30,1,32839.68,43.49,10630.59,23.803,36,10y+,16.86,east,B
ln_72081f520f69,2024-09-30,0,64047.23,33.88,8330.05,16.779,36,<1y,14.37,south,A
ln_f315627235a2,2024-09-30,1,57546.85,35.28,11784.18,19.774,36,<1y,7.1,west,A
ln_f3fd7a6a8c9d,2024-09-30,1,66703.65,40.08,10018.88,20.403,36,1-3y,8.43,east,B
ln_8ef05517d7bf,2024-09-30,0,76248.3,38.95,7149.05,24.973,36,<1y,12.34,west,A
ln_7ff62f3bd6d5,2024-09-30,1,75679.78,38.68,36002.6,16.938,60,3-5y,18.16,south,B
ln_5ae5ef5773ee,2024-09-30,1,52421.91,45.21,22438.51,24.504,36,1-3y,12.53,east,A
ln_3e9123eade4b,2024-09-30,0,73953.91,34.87,5000.21,14.718,36,3-5y,12.25,west,A
ln_523a821ead0e,2024-09-30,0,36951.7,33.01,17512.11,18.914,36,<1y,9.69,north,A
ln_c1ea5c238f33,2024-09-30,1,42011.52,31.44,7171.01,20.593,60,3-5y,11.47,east,B
ln_395a0cfccf22,2024-09-30,0,55069.72,24.2,9893.4,14.361,36,<1y,14.25,west,A
ln_64eb2f92dd9a,2024-09-30,0,63157.83,23.56,20758.34,14.401,36,1-3y,8.74,west,B
ln_cb99bb1d1171,2024-09-30,0,87483.07,22.53,7444.51,19.258,36,<1y,8.51,south,B
ln_dc443f184f91,2024-09-30,1,89437.1,41.3,15292.79,22.457,60,<1y,14.01,south,A
ln_26432bf8bfd2,2024-09-30,0,37970.79,34.31,12741.65,19.851,60,<1y,14.38,west,A
ln_376fff6c8171,2024-09-30,0,48056.92,38.92,8259.11,19.179,36,<1y,7.11,north,B
ln_3cab5a923e9e,2024-09-30,0,72153.59,33.53,9490.92,21.443,36,<1y,13.66,north,A
ln_e67041646494,2024-09-30,0,61236.34,22.67,11250.56,14.631,36,5-10y,15.85,east,A
ln_768ea1ba7b20,2024-09-30,1,38730.61,48.93,23012.09,26.245,60,5-10y,10.05,north,B
ln_1b777af1dc76,2024-09-30,0,27434.33,16.63,14063.66,13.456,60,1-3y,19.56,north,B
ln_35092ba0423f,2024-09-30,1,32968.59,35.88,14014.25,16.611,60,<1y,7.44,west,B
ln_d6655338bfc1,2024-09-30,1,92753.42,40.34,7829.64,20.42,36,<1y,17.85,south,B
ln_5edbacfb1f62,2024-09-30,1,33946.29,28.33,25511.63,18.835,36,3-5y,14.3,south,A
ln_7656fa9591df,2024-09-30,0,79650.19,32.47,16964.39,17.163,36,<1y,9.66,west,A
ln_db9a1bb5c7bc,2024-09-30,1,39172.39,24.07,13478.24,16.887,36,3-5y,10.1,south,B
ln_d04055ad3e5e,2024-09-30,1,45938.55,23.2,17277.18,16.928,36,1-3y,7.08,north,A
ln_837f12fa797f,2024-09-30,1,89129.62,36.36,2451.85,20.479,36,5-10y,13.21,west,A
ln_98396204a5b5,2024-09-30,0,30437.2,20.96,25855.05,13.649,36,<1y,12.35,north,A
ln_1adf01645b0b,2024-09-30,1,46386.09,22.35,7353.08,17.207,60,5-10y,18.37,north,A
ln_019ee0158d08,2024-09-30,0,115193.38,25.08,6723.31,17.172,36,3-5y,10.54,north,A
ln_17ba4f41f386,2024-09-30,0,51774.72,18.71,7824.96,17.704,36,1-3y,6.85,south,B
ln_6ae07cbdfc75,2024-09-30,1,58405.83,38.44,19758.82,20.164,36,5-10y,13.01,south,B
ln_b6f56883ef39,2024-09-30,0,53677.7,23.09,9030.94,19.84,60,<1y,12.14,west,A
ln_40ca68e076bd,2024-09-30,0,47007.45,24.36,15216.71,11.376,36,1-3y,28.12,west,A
ln_813d78ac097c,2024-09-30,1,83408.63,35.14,3433.01,20.363,36,1-3y,9.94,west,A
ln_92ed8d0627f1,2024-09-30,0,25714.8,18.58,24076.76,14.974,36,1-3y,11.54,south,B
ln_97191ca99909,2024-09-30,1,24920.16,31.72,10609.11,18.492,60,<1y,8.62,west,A
ln_b9d601307bad,2024-09-30,1,71540.22,44.29,7051.04,22.217,36,10y+,19.85,east,A
ln_6a86c3e81c99,2024-09-30,0,15172.61,14.62,3401.75,13.501,36,<1y,9.75,north,B
ln_8e46dd87eb82,2024-09-30,1,65784.12,27.6,5582.68,15.05,36,<1y,2.64,west,A
ln_4d68f66172a1,2024-09-30,0,78806.77,33.88,9025.12,23.306,36,3-5y,9.13,south,B
ln_062e10ffb393,2024-09-30,0,29599.95,28.4,13396.19,16.52,36,<1y,17.55,south,A
ln_fe1055150bf8,2024-09-30,1,53101.76,39.31,15771.67,18.036,36,1-3y,15.43,south,B
ln_eed723be8daf,2024-09-30,0,57427.14,22.26,8797.55,18.085,36,3-5y,12.54,east,A
ln_1ca869f770ed,2024-09-30,0,43042.64,36.06,6313.48,18.012,36,1-3y,15.25,south,B
ln_cf68b0cd671d,2024-09-30,0,67915.45,37.49,14861.16,21.322,36,<1y,12.04,west,A
ln_20e4b0d622a2,2024-09-30,0,98619.86,36.84,23734.35,20.87,36,<1y,5.27,west,B
ln_8d1e4071d450,2024-09-30,0,29402.3,28.71,4607.59,19.214,60,1-3y,13.56,north,B
ln_b1550a5e6379,2024-09-30,1,76131.8,45.85,37068.98,20.882,36,3-5y,10.46,west,B
ln_9fbba7dcd1e9,2024-09-30,1,37309.6,28.84,17418.78,18.383,36,5-10y,10.21,east,B
ln_8e3c9e59915c,2024-09-30,1,85551.37,36.89,8514.81,22.384,36,<1y,11.12,south,A
ln_a5ea3667d7de,2024-09-30,0,27103.29,32.76,85686.48,21.395,60,<1y,6.5,east,A
ln_536537a9b4bf,2024-09-30,0,158748.5,0.74,10174.29,9.121,60,10y+,12.62,south,A
ln_ae311f08b414,2024-09-30,0,64972.73,31.32,14745.97,21.598,60,<1y,8.24,east,A
ln_314400b7b2d4,2024-09-30,1,42272.54,52.88,9627.16,21.358,36,10y+,11.45,north,B
ln_e5fce1fca87e,2024-09-30,0,60579.36,27.78,21879.25,17.382,36,3-5y,10.58,west,B
ln_e85d1a7ffd19,2024-09-30,0,40011.56,31.25,11513.66,19.259,36,10y+,13.61,south,B
ln_56ec8563e200,2024-09-30,1,44104.75,37.59,23796.75,19.732,36,3-5y,15.73,south,A
ln_757aa728c927,2024-09-30,0,26342.63,24.13,14388.88,15.507,60,<1y,16.02,north,B
ln_5192a8a044d1,2024-09-30,0,89877.94,41.49,8150.95,16.817,36,5-10y,9.7,west,A
ln_8219d9f3d9d7,2024-09-30,0,44063.39,34.67,10124.68,20.434,36,<1y,7.28,north,A
ln_54df49bffce9,2024-09-30,1,50563.36,37.12,19826.86,23.05,60,1-3y,12.87,west,B
ln_4e35a015ae0c,2024-09-30,0,134043.7,31.82,9146.19,18.452,36,1-3y,13.43,north,A
ln_00d3b059cdef,2024-09-30,1,55862.79,43.92,10211.5,21.476,60,1-3y,9.35,south,B
ln_7fb1b49b1641,2024-09-30,0,56119.83,37.11,13244.63,16.776,36,1-3y,10.73,west,A
ln_7b0c8a24cd82,2024-09-30,1,57032.84,32.89,12871.62,16.778,36,5-10y,15.04,north,A
ln_7893ef6a2240,2024-09-30,1,36605.78,33.48,42375.06,21.572,36,1-3y,10.11,east,B
ln_7f5170dcff6d,2024-09-30,1,106057.78,32.83,16146.53,22.078,36,1-3y,11.11,east,B
ln_909469c009c1,2024-09-30,0,57537.84,35.02,14518.21,19.194,36,3-5y,16.29,east,A
ln_2bce1640f336,2024-09-30,0,31931.15,25.13,20127.36,15.097,36,<1y,7.76,north,A
ln_f96f12e3d820,2024-09-30,0,23477.62,37.23,6638.99,20.711,60,1-3y,19.33,north,A
ln_65cf0d5cd748,2024-09-30,0,61991.43,22.94,19824.02,14.948,36,<1y,7.27,north,B
ln_dc7cb4885503,2024-09-30,1,64132.69,27.51,4633.02,16.719,36,5-10y,11.46,north,B
ln_31df04d38107,2024-09-30,1,47481.52,40.84,10056.41,21.503,60,1-3y,12.43,west,A
ln_3a7c65b997fb,2024-09-30,1,36867.78,25.15,11648.72,14.169,36,1-3y,25.84,north,B
ln_a7c8963be0e1,2024-09-30,1,19138.62,39.5,8248.86,20.737,36,1-3y,12.89,south,B
ln_a4e16f5af0cf,2024-09-30,0,66694.23,14.63,6230.23,13.066,36,1-3y,10.95,south,A
ln_50d433fdeeb1,2024-09-30,0,45416.34,31.19,24909.0,14.678,36,3-5y,12.5,west,B
ln_fcae0582f24c,2024-09-30,0,123100.01,28.47,5813.58,21.944,60,<1y,7.54,north,A
ln_3ffba8afec7a,2024-09-30,0,51381.35,50.63,4802.02,23.06,36,<1y,9.09,west,A
ln_79914f39897e,2024-09-30,0,68461.48,20.63,7263.63,10.796,36,5-10y,7.78,south,A
ln_a16b4efe3d39,2024-09-30,1,190649.33,31.02,4994.98,18.668,36,<1y,15.85,north,A
ln_4493493ee8d9,2024-09-30,1,34404.07,31.58,18451.52,17.096,36,5-10y,10.58,south,A
ln_b4c92bdd5040,2024-09-30,1,46352.07,44.07,14316.08,22.139,60,<1y,12.97,west,A
ln_ab13000c5806,2024-09-30,1,77597.25,23.55,8582.96,13.997,36,<1y,6.64,south,A
ln_8fcce8380c81,2024-09-30,1,92115.69,38.84,31677.74,22.679,36,1-3y,14.46,east,B
ln_716bc0a95cda,2024-09-30,0,33756.7,35.08,8412.99,18.019,36,3-5y,25.18,south,B
ln_1e46bb304a90,2024-09-30,0,89590.62,30.99,22560.49,20.619,60,1-3y,10.53,west,A
ln_f849c626417b,2024-09-30,0,97735.96,23.33,8988.02,14.214,36,1-3y,12.14,east,B
ln_4f4a18365c1a,2024-09-30,1,50277.78,31.86,29674.71,15.341,36,3-5y,21.99,west,A
ln_a19094b82d86,2024-09-30,0,31931.68,30.0,9084.73,18.4,60,<1y,15.95,east,A
ln_1001384d11e0,2024-09-30,1,35527.32,42.5,16859.83,21.731,36,<1y,14.63,north,A
ln_30a5551ef846,2024-09-30,0,31788.74,28.7,7871.77,20.378,60,1-3y,11.57,east,A
ln_91f7f8940154,2024-09-30,0,41469.14,33.59,28156.07,18.684,36,3-5y,24.37,south,A
ln_0ce89e6f1224,2024-09-30,0,77989.22,41.73,15216.39,24.672,36,<1y,7.82,west,B
ln_859535a6a1b3,2024-09-30,1,22428.82,40.76,6172.36,25.195,60,<1y,9.4,south,B
ln_9b282e41a02c,2024-09-30,0,80133.8,19.26,17912.98,15.081,36,<1y,9.07,east,B
ln_773e5e317b26,2024-09-30,1,34413.25,43.85,34658.24,23.502,60,1-3y,10.73,east,B
ln_376f8f7ffacf,2024-09-30,0,131290.67,36.98,6033.35,18.881,60,5-10y,18.22,south,B
ln_fdb45f467161,2024-09-30,1,66439.11,47.89,21459.84,24.662,60,<1y,15.02,north,A
ln_c525471e2a12,2024-09-30,0,34894.24,29.49,3974.3,17.338,36,5-10y,10.1,south,B
ln_b7d75ec44f4f,2024-09-30,1,60554.72,35.42,21420.59,21.586,60,<1y,9.74,north,A
ln_1faf3dd14238,2024-09-30,0,101491.69,34.32,7129.56,18.124,36,3-5y,12.36,east,A
ln_24eac4ff0446,2024-09-30,0,86669.1,21.66,11143.49,17.265,36,<1y,16.85,east,A
ln_707c65840dc0,2024-09-30,0,104210.99,23.79,21866.13,17.677,60,1-3y,9.58,east,B
ln_230cc766a80e,2024-09-30,0,80247.06,38.63,15075.01,24.598,60,10y+,18.72,north,B
ln_59293003731d,2024-09-30,0,57460.18,13.94,8089.81,11.974,36,<1y,14.14,north,A
ln_09fa685527f6,2024-09-30,1,76265.4,37.79,8133.95,22.884,36,1-3y,10.68,south,B
ln_47b5a58dbb35,2024-09-30,1,40946.65,33.67,24367.49,21.944,36,<1y,10.58,west,A
ln_a6f01ad53fe5,2024-09-30,0,107958.26,43.18,44494.71,23.026,60,3-5y,20.31,north,A
ln_4fca9647582b,2024-09-30,0,123522.24,30.86,13469.96,15.804,60,5-10y,22.22,east,B
ln_eadc63d07593,2024-09-30,0,76384.39,36.74,7063.6,20.843,36,<1y,12.71,west,A
ln_cfd093c82d95,2024-09-30,0,22941.76,27.15,13947.74,16.175,36,10y+,15.98,south,A
ln_fd98c4f1820a,2024-09-30,0,61821.63,22.33,6022.81,17.745,60,1-3y,9.76,south,B
ln_07782ad2de30,2024-09-30,1,91446.8,49.92,15270.61,24.095,36,3-5y,15.25,west,A
ln_273b36520235,2024-09-30,1,53374.62,35.01,16737.59,23.005,60,<1y,6.13,south,A
ln_43a612ce23a5,2024-09-30,1,73264.13,23.82,44295.15,15.299,60,5-10y,11.09,east,B
ln_23af47a8ddbf,2024-09-30,0,88456.84,22.59,13474.6,15.257,60,10y+,12.32,south,A
ln_561917625fa1,2024-09-30,0,68265.98,31.67,4188.45,19.651,36,3-5y,12.06,west,B
ln_79ddbf2b383f,2024-09-30,0,131826.66,24.6,19612.62,16.065,36,<1y,13.06,west,B
ln_8077590fa433,2024-09-30,0,38924.41,29.99,7060.51,19.815,36,<1y,6.49,south,B
ln_1bf01636eac0,2024-09-30,0,44768.67,36.0,14696.44,18.91,36,10y+,20.23,east,A
ln_ff10b5607ca1,2024-09-30,1,38557.96,39.39,30147.43,22.847,36,10y+,16.66,north,A
ln_6ff5230bd7f9,2024-09-30,0,65180.97,33.81,23540.84,18.725,36,1-3y,7.91,south,B
ln_32b3a66ec32c,2024-09-30,0,92066.59,36.31,15661.44,17.102,36,<1y,17.04,east,A
ln_1d9d2ccd382d,2024-09-30,0,77189.24,22.26,9304.89,16.49,36,1-3y,10.62,south,B
ln_e80593a60e45,2024-09-30,0,40525.81,25.21,11956.72,12.403,36,<1y,12.17,west,B
ln_8464c49c3c17,2024-09-30,1,88023.0,32.02,19419.08,19.06,60,3-5y,18.92,west,B
ln_5a2a64a2be02,2024-09-30,1,25448.1,24.32,9873.98,18.018,60,<1y,8.35,west,B
ln_d6738ba9bfff,2024-09-30,1,61510.05,35.51,5516.88,20.629,60,5-10y,13.27,west,B
ln_c6e62e52cd7f,2024-09-30,0,41211.6,11.93,10111.35,15.297,36,3-5y,13.58,east,A
ln_6326bcebdc01,2024-09-30,1,22821.04,34.48,7005.15,19.304,36,<1y,7.76,west,A
ln_65d19e0da6cc,2024-09-30,1,49925.09,32.2,17308.0,16.51,36,<1y,27.49,south,A
ln_66ca30607f57,2024-09-30,1,90903.42,32.65,11589.68,18.247,36,<1y,5.88,north,A
ln_f9d05827f4f7,2024-09-30,1,46529.07,28.83,16206.62,15.378,36,3-5y,10.68,west,A
ln_003bc3f57c03,2024-09-30,1,79446.8,40.95,14698.86,19.215,36,<1y,24.93,south,A
ln_3c2e3e3da9ec,2024-09-30,0,106239.77,27.2,46627.81,17.469,36,5-10y,9.01,south,B
ln_275552de15c6,2024-09-30,1,27658.33,33.53,27743.0,21.952,60,5-10y,11.96,east,A
ln_a120d7f8c5c2,2024-09-30,0,68510.78,38.48,6161.75,19.398,36,5-10y,15.88,north,A
ln_184567983190,2024-09-30,1,44606.58,29.79,8543.21,16.85,36,<1y,7.57,west,A
ln_2a9304299d44,2024-09-30,1,45621.39,39.88,3976.42,23.73,60,<1y,7.43,east,A
ln_0c3a7c2070c9,2024-09-30,1,43928.21,30.67,11811.82,19.579,36,<1y,10.51,north,B
ln_ff403eef8082,2024-09-30,0,54482.49,22.96,9421.69,15.219,36,1-3y,7.42,south,B
ln_5108384764da,2024-09-30,1,76062.69,26.16,6825.82,18.081,36,<1y,7.77,south,A
ln_ca4346f004ab,2024-09-30,1,45489.22,28.33,20700.48,19.319,60,3-5y,15.62,east,B
ln_91679f8519db,2024-09-30,0,68479.22,22.72,15540.59,11.85,36,1-3y,21.26,south,B
ln_c49e05a4bf4f,2024-09-30,1,100955.12,32.89,22243.38,21.544,60,<1y,5.67,south,B
ln_5538f334bba4,2024-09-30,0,61457.51,32.2,6483.81,18.248,36,<1y,13.48,north,A
ln_eef8d1bd85ea,2024-09-30,1,53786.69,32.67,12019.25,22.901,60,<1y,9.61,east,A
ln_d3782039e44a,2024-09-30,0,33071.68,30.24,9318.14,19.469,36,3-5y,23.86,east,A
ln_df318ff99c1a,2024-09-30,1,59354.05,40.43,14868.39,23.534,36,5-10y,15.12,west,A
ln_08170bc0bff5,2024-09-30,0,49485.87,22.03,6369.29,19.83,36,1-3y,16.75,south,B
ln_d6f8c27de939,2024-09-30,1,150258.88,38.38,26633.32,19.973,36,1-3y,16.75,south,B
ln_66298d172c4b,2024-09-30,0,28063.79,20.22,38471.21,17.1,36,1-3y,12.96,west,A
ln_7d1e6402178f,2024-09-30,0,142858.56,22.42,9451.57,18.046,36,1-3y,12.09,west,A
ln_8f4d90388967,2024-09-30,0,40314.86,29.23,4129.71,18.181,36,<1y,5.49,south,A
ln_db752920b5d9,2024-09-30,0,58455.34,28.75,6933.82,17.172,60,<1y,10.01,east,A
ln_c82540b8dde9,2024-09-30,0,48232.53,37.53,24375.5,18.504,36,1-3y,18.07,west,B
ln_634a788d42d2,2024-09-30,0,156261.19,40.96,11874.38,21.305,36,1-3y,20.0,east,A
ln_d8e1ed7fc76a,2024-09-30,1,70520.48,39.59,17394.19,21.38,60,3-5y,15.31,north,A
ln_7c96fe601391,2024-09-30,0,96879.81,23.37,12644.91,21.542,60,3-5y,5.9,east,B
ln_747856035688,2024-09-30,0,33819.14,26.08,16456.8,18.065,36,<1y,17.24,west,B
ln_a1a0c1cc0ecd,2024-09-30,0,32914.75,35.29,11504.63,21.227,36,10y+,20.33,north,A
ln_bc12523bf6b9,2024-09-30,0,45267.59,25.15,16853.55,17.126,36,1-3y,7.55,west,B
ln_98a721f2a7fb,2024-09-30,0,62715.07,23.23,17639.68,16.101,60,3-5y,17.13,west,A
ln_1e63ed4857c4,2024-09-30,1,52742.89,35.78,19598.16,20.598,36,<1y,6.94,east,A
ln_5a761e1412d1,2024-09-30,1,38222.09,39.6,5361.29,21.786,36,1-3y,16.54,east,B
ln_326395cd3f08,2024-09-30,1,44795.83,38.32,24035.77,19.923,36,<1y,11.03,west,A
ln_8cbab2bbbd33,2024-09-30,0,101741.98,34.55,13193.72,19.773,60,<1y,18.03,north,A
ln_96012e58d073,2024-09-30,1,35276.44,29.14,4210.26,18.296,36,1-3y,12.08,west,A
ln_cb10a31c2c4e,2024-09-30,0,66588.79,28.88,27880.9,23.325,36,1-3y,9.71,east,A
ln_1e1ec01e17d7,2024-09-30,0,51020.97,27.94,13377.02,18.597,36,3-5y,18.57,west,A
ln_34f2976fa18e,2024-09-30,0,51098.7,28.18,28026.3,18.007,36,3-5y,18.27,east,B
ln_14ea63d1aa73,2024-09-30,0,49364.52,32.35,45376.6,23.429,36,1-3y,7.67,east,B
ln_87b04c15c0f1,2024-09-30,1,45306.26,27.47,10454.03,22.328,36,<1y,15.01,north,A
ln_29da16d02591,2024-09-30,0,59554.86,27.1,13430.1,18.884,60,<1y,13.28,east,A
ln_1680663ef430,2024-09-30,1,79001.87,38.21,11723.85,18.469,36,5-10y,18.16,west,A
ln_bfb4cbec4d40,2024-09-30,0,50887.99,39.31,11476.3,20.306,36,1-3y,16.21,east,A
ln_7056d6281a8e,2024-09-30,1,71683.52,42.89,9188.25,24.471,36,<1y,7.84,north,B
ln_08cf69da1573,2024-09-30,1,55666.23,25.55,11779.5,19.561,60,5-10y,16.87,north,A
ln_b203f4cb6999,2024-09-30,0,82002.52,30.51,98540.96,16.857,36,1-3y,10.3,south,B
ln_2dedeec92fa3,2024-09-30,0,42326.65,23.46,5993.95,17.327,60,<1y,11.91,east,A
ln_855588448509,2024-09-30,0,44884.03,24.14,4499.35,11.026,36,1-3y,21.4,west,A
ln_f9b6ce9fdf50,2024-09-30,0,59038.98,27.15,20275.97,18.866,36,1-3y,14.23,east,A
ln_e87d00af385c,2024-09-30,0,82401.99,20.51,6841.86,13.548,36,10y+,14.9,south,B
ln_d1c75dbc2e05,2024-09-30,1,38366.96,38.74,5000.04,19.72,36,1-3y,6.41,south,A
ln_de21ab915398,2024-09-30,1,124777.35,37.46,13421.25,21.309,60,1-3y,19.77,north,A
ln_e7a68d005dbf,2024-09-30,0,70006.53,21.9,18697.89,14.88,60,1-3y,14.15,west,B
ln_6177464ebef2,2024-09-30,0,41938.95,23.97,15155.35,16.747,36,1-3y,8.07,south,B
ln_43f751a494d1,2024-09-30,0,60165.16,34.64,19362.07,18.292,36,3-5y,11.31,south,A
ln_c2523f3f4854,2024-09-30,1,69855.3,36.5,34588.45,20.259,60,5-10y,8.28,north,A
ln_afbb75400c2d,2024-09-30,0,36234.1,32.16,9715.38,17.47,36,<1y,6.64,east,B
ln_a68436643a72,2024-09-30,1,63514.48,24.13,10048.86,20.822,36,3-5y,10.72,east,A
ln_a524e5305231,2024-09-30,0,78069.12,37.55,21103.79,22.734,36,10y+,30.83,west,A
ln_973a1ee76a4a,2024-09-30,1,83465.96,26.54,42181.66,15.983,36,1-3y,17.51,south,A
ln_9836b9fb5c68,2024-09-30,0,56672.96,30.48,14499.32,17.784,60,1-3y,15.37,west,A
ln_6bd7b845fd66,2024-09-30,0,26609.26,35.68,15432.21,19.412,36,<1y,10.52,east,A
ln_f22253da595c,2024-09-30,0,94935.17,30.78,17381.88,18.989,36,1-3y,18.46,north,A
ln_fa9342e11f64,2024-09-30,0,59132.61,30.59,14244.18,20.157,36,<1y,6.79,north,A
ln_7360dfdb0d0e,2024-09-30,0,61608.9,22.29,20106.43,13.664,60,1-3y,18.21,south,B
ln_d7b8029f173c,2024-09-30,1,25612.55,28.11,3590.09,19.54,60,1-3y,5.93,north,A
ln_ef5fa5ae4949,2024-09-30,0,85487.99,13.54,16827.38,11.667,36,1-3y,14.13,south,B
ln_b2da67d3d03c,2024-09-30,1,44585.32,28.41,20377.77,21.999,60,<1y,3.97,east,A
ln_265c40e36dae,2024-09-30,0,66429.96,34.59,16495.85,19.14,36,5-10y,12.68,south,A
ln_523c3770614a,2024-09-30,0,65806.16,30.02,20259.59,17.163,36,<1y,14.81,west,A
ln_a608dde10bd6,2024-09-30,0,55746.39,22.72,7638.22,14.038,36,5-10y,10.76,north,B
ln_45b578dc5639,2024-09-30,0,33672.66,22.89,22868.14,15.009,36,3-5y,17.52,west,A
ln_16aab1c94ca9,2024-09-30,1,99408.29,22.12,11094.35,16.957,36,5-10y,14.74,west,A
ln_c61bcb696161,2024-09-30,0,59011.85,27.98,46896.27,15.813,36,1-3y,18.37,north,A
ln_d3b773d6706c,2024-09-30,0,37609.94,40.54,18193.11,22.632,36,<1y,16.24,north,A
ln_b23c594cd2dd,2024-09-30,1,74216.9,37.13,21741.73,20.663,60,<1y,12.07,north,A
ln_0743a90fef85,2024-09-30,1,73334.5,19.94,12977.79,14.882,60,1-3y,10.43,south,A
ln_a5485caabb38,2024-09-30,1,28865.52,26.02,22700.86,21.013,60,1-3y,9.22,south,A
ln_df30db7c48e1,2024-09-30,0,32831.01,30.5,18838.81,16.938,60,5-10y,22.2,east,B
ln_8dfaaec3b139,2024-09-30,1,46053.87,37.67,7249.85,22.203,36,1-3y,8.76,north,A
ln_7d39b0f34e2e,2024-09-30,0,65902.09,34.46,3578.31,19.153,36,<1y,7.78,west,A
ln_3a706acee690,2024-09-30,1,57224.41,37.92,29164.32,20.764,60,<1y,3.7,south,A
ln_7e8ce6ff2574,2024-09-30,1,84475.54,31.89,15487.44,17.448,36,1-3y,17.28,west,A
ln_baaab0b36a50,2024-09-30,0,31906.67,25.73,5694.76,18.029,36,3-5y,24.46,west,B
ln_3f7a908fa7ea,2024-09-30,1,30231.79,28.05,9940.2,17.629,60,1-3y,4.56,east,B
ln_c2972ab2c0f1,2024-09-30,0,21646.71,13.12,11171.28,12.276,36,<1y,17.7,south,B
ln_e3e64906820d,2024-09-30,0,88763.57,19.6,3682.71,16.341,36,1-3y,8.07,east,A
ln_ae61a57f8f3d,2024-09-30,0,51889.79,39.37,16768.61,21.982,36,10y+,14.03,west,A
ln_e3b26757cf09,2024-09-30,0,73487.35,29.56,9039.16,17.541,36,<1y,4.78,south,A
ln_ea740a0a1ef4,2024-09-30,0,38578.44,21.98,48397.01,15.398,36,<1y,6.62,west,B
ln_7ea0611d0e02,2024-09-30,1,45470.48,41.43,15560.8,21.095,60,1-3y,13.54,west,A
ln_530de2fd13f6,2024-09-30,1,131096.88,30.28,26443.91,18.446,60,<1y,8.33,west,B
ln_3be624962ae8,2024-09-30,0,44220.07,30.67,12378.66,18.156,36,1-3y,17.98,north,A
ln_77694475f79d,2024-09-30,1,82100.84,8.66,14547.66,12.249,36,<1y,14.44,west,A
ln_1b3c74ed0340,2024-09-30,0,157622.45,35.85,32233.61,20.554,36,3-5y,9.83,north,A
ln_9a43b31be500,2024-09-30,0,105552.52,26.44,1967.71,18.512,36,1-3y,6.1,south,B
ln_2f00f65f4092,2024-09-30,0,26147.99,37.46,15188.17,21.184,36,<1y,17.24,north,B
ln_22a4bfbe9865,2024-09-30,0,26187.1,20.71,9990.85,16.987,36,<1y,5.55,south,B
ln_69b1a9ef1822,2024-09-30,1,42621.38,34.81,21444.01,24.579,60,<1y,4.71,west,A
ln_9bce987770e0,2024-09-30,0,86259.25,20.69,8759.24,17.742,36,10y+,19.58,south,A
ln_25e08c7388c5,2024-09-30,0,31594.8,20.89,20656.08,16.235,36,1-3y,9.46,east,A
ln_a8972e6bfdbe,2024-09-30,0,39769.99,28.59,20016.24,15.191,36,<1y,10.55,west,B
ln_192d8c4f07b9,2024-09-30,0,36550.2,27.96,26177.03,13.711,36,10y+,24.8,north,A
ln_8e605f15cd4a,2024-09-30,0,82502.52,28.94,3933.65,17.099,36,1-3y,10.71,north,A
ln_5a4060d3839f,2024-09-30,0,46571.53,30.33,15051.44,15.394,36,10y+,10.67,north,B
